Name	Rearrangement	Support
CAP286_GAG_P17_W22_QVOA	CAP286-162WPI*5	0.01265152012003948
CAP286_GAG_P17_W22_QVOA	CAP286-162WPI*17	0.01265152029777449
CAP286_GAG_P17_W22_QVOA	CAP286-118WPI*13	0.0126515199415508
CAP286_GAG_P17_W22_QVOA	CAP286-162WPI*1	0.01265152120910584
CAP286_GAG_P17_W22_QVOA	CAP286-118WPI*5	0.01265151992025804
CAP286_GAG_P17_W22_QVOA	CAP286-162WPI*14	0.01266274204219339
CAP286_GAG_P17_W22_QVOA	CAP286-162WPI*12	0.01265151987175818
CAP286_GAG_P17_W22_QVOA	CAP286-147WPI*20	0.01265152001939221
CAP286_GAG_P17_W22_QVOA	CAP286-201WPI*8	0.01265152209390329
CAP286_GAG_P17_W22_QVOA	CAP286-118WPI*6	0.0126515204999723
CAP286_GAG_P17_W22_QVOA	CAP286-201WPI*30	0.0126515208922746
CAP286_GAG_P17_W22_QVOA	CAP286-147WPI*1	0.01265152260602275
CAP286_GAG_P17_W22_QVOA	CAP286-118WPI*10	0.01265152010173265
CAP286_GAG_P17_W22_QVOA	CAP286-225WPI*13	0.01266275363262153
CAP286_GAG_P17_W22_QVOA	CAP286-201WPI*25	0.01266042385195822
CAP286_GAG_P17_W22_QVOA	CAP286-147WPI*15	0.01265152049692883
CAP286_GAG_P17_W22_QVOA	CAP286-225WPI*10	0.01265152008656135
CAP286_GAG_P17_W22_QVOA	CAP286-162WPI*19	0.01265152105639744
CAP286_GAG_P17_W22_QVOA	CAP286-147WPI*4	0.01265152105639744
CAP286_GAG_P17_W22_QVOA	CAP286-201WPI*33	0.01266798902261866
CAP286_GAG_P17_W22_QVOA	CAP286-162WPI*23	0.01265151992838162
CAP286_GAG_P17_W22_QVOA	CAP286-162WPI*25	0.01265152031094366
CAP286_GAG_P17_W22_QVOA	CAP286-162WPI*7	0.0126515202621619
CAP286_GAG_P17_W22_QVOA	CAP286-225WPI*19	0.01265152002100312
CAP286_GAG_P17_W22_QVOA	CAP286-162WPI*4	0.01265151987235077
CAP286_GAG_P17_W22_QVOA	CAP286-118WPI*15	0.01265152115602064
CAP286_GAG_P17_W22_QVOA	CAP286-162WPI*3	0.01265151987133819
CAP286_GAG_P17_W22_QVOA	CAP286-162WPI*26	0.01265152118728953
CAP286_GAG_P17_W22_QVOA	CAP286-162WPI*28	0.01265152037116864
CAP286_GAG_P17_W22_QVOA	CAP286-201WPI*31	0.01265152110843555
CAP286_GAG_P17_W22_QVOA	CAP286-162WPI*27	0.01265152110842979
CAP286_GAG_P17_W22_QVOA	CAP286-118WPI*4	0.01265151985556855
CAP286_GAG_P17_W22_QVOA	CAP286-162WPI*32	0.01265151997575384
CAP286_GAG_P17_W22_QVOA	CAP286-162WPI*6	0.01265151987013577
CAP286_GAG_P17_W22_QVOA	CAP286-147WPI*24	0.01265315762170174
CAP286_GAG_P17_W22_QVOA	CAP286-162WPI*18	0.01266274770772278
CAP286_GAG_P17_W22_QVOA	CAP286-147WPI*11	0.01265152022595672
CAP286_GAG_P17_W22_QVOA	CAP286	0.4303286987752951
CAP286_GAG_P17_W22_QVOA	CAP286-147WPI	0.05060608000889234
CAP286_GAG_P17_W22_QVOA	CAP286-162WPI	0.0506060794222742
CAP286_GAG_P17_W10_QVOA	CAP286-118WPI*12	0.1361391254338375
CAP286_GAG_P17_W10_QVOA	CAP286-147WPI*18	0.1361391409295758
CAP286_GAG_P17_W10_QVOA	CAP286	0.6974221157265632
CAP286_GAG_P17_W11_QVOA	CAP286-039WPI*56	0.9902143182488605
CAP286_GAG_P17_W12_QVOA	CAP286-066WPI*66	0.9893838181956882
CAP286_GAG_P17_W16_QVOA	CAP286-039WPI*56	0.9902143182488605
CAP286_GAG_P17_B_W10_QVOA	CAP286-225WPI*10	0.9845748961052261
CAP286_GAG_P17_W1_QVOA	CAP286-039WPI*56	0.9902143182488605
CAP286_GAG_P17_B_W7_QVOA	CAP286-225WPI*8	0.08936970983440917
CAP286_GAG_P17_B_W7_QVOA	CAP286-175WPI*10	0.08930674878133096
CAP286_GAG_P17_B_W7_QVOA	CAP286-225WPI*14	0.08930675019544108
CAP286_GAG_P17_B_W7_QVOA	CAP286-225WPI*12	0.08930674881024672
CAP286_GAG_P17_B_W7_QVOA	CAP286-175WPI*5	0.08930675749126679
CAP286_GAG_P17_B_W7_QVOA	CAP286	0.4626249740961509
CAP286_GAG_P17_B_W7_QVOA	CAP286-225WPI	0.08943266987853393
CAP286_GAG_P17_B_W5_QVOA	CAP286-147WPI*10	0.06660874369188993
CAP286_GAG_P17_B_W5_QVOA	CAP286-147WPI*21	0.06660874066905421
CAP286_GAG_P17_B_W5_QVOA	CAP286-118WPI*1	0.06660874209175222
CAP286_GAG_P17_B_W5_QVOA	CAP286-162WPI*8	0.06660876567658917
CAP286_GAG_P17_B_W5_QVOA	CAP286-201WPI*23	0.0666087415869063
CAP286_GAG_P17_B_W5_QVOA	CAP286-147WPI*14	0.06660874111113893
CAP286_GAG_P17_B_W5_QVOA	CAP286-225WPI*15	0.06660874172212153
CAP286_GAG_P17_B_W5_QVOA	CAP286-201WPI*12	0.06662573269065065
CAP286_GAG_P17_B_W5_QVOA	CAP286	0.4667245714585286
CAP286_GAG_P17_W8_QVOA	CAP286-039WPI*56	0.9902143182488605
CAP286_GAG_P17_B_W3_QVOA	CAP286-039WPI*56	0.9902143182488605
CAP286_GAG_P17_W13_QVOA	CAP286-162WPI*5	0.01265152012003948
CAP286_GAG_P17_W13_QVOA	CAP286-162WPI*17	0.01265152029777449
CAP286_GAG_P17_W13_QVOA	CAP286-118WPI*13	0.0126515199415508
CAP286_GAG_P17_W13_QVOA	CAP286-162WPI*1	0.01265152120910584
CAP286_GAG_P17_W13_QVOA	CAP286-118WPI*5	0.01265151992025804
CAP286_GAG_P17_W13_QVOA	CAP286-162WPI*14	0.01266274204219339
CAP286_GAG_P17_W13_QVOA	CAP286-162WPI*12	0.01265151987175818
CAP286_GAG_P17_W13_QVOA	CAP286-147WPI*20	0.01265152001939221
CAP286_GAG_P17_W13_QVOA	CAP286-201WPI*8	0.01265152209390329
CAP286_GAG_P17_W13_QVOA	CAP286-118WPI*6	0.0126515204999723
CAP286_GAG_P17_W13_QVOA	CAP286-201WPI*30	0.0126515208922746
CAP286_GAG_P17_W13_QVOA	CAP286-147WPI*1	0.01265152260602275
CAP286_GAG_P17_W13_QVOA	CAP286-118WPI*10	0.01265152010173265
CAP286_GAG_P17_W13_QVOA	CAP286-225WPI*13	0.01266275363262153
